neighbourhood,latitude,longitude,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
1,40.69242,-73.95097,2,187,1.97,2,287,99
12,40.73862,-73.99758,1,2,0.02,1,0,250
0,40.7158,-73.95803,6,1,0.02,1,233,350
34,40.68262,-73.97299,3,67,0.7,1,129,170
6,40.73217,-73.98801,1,63,0.68,1,0,165
5,40.76311,-73.99388,1,89,1.0,1,353,99
12,40.74695,-74.00454,4,1,0.02,1,365,255
47,40.67497,-73.87305,3,177,1.86,1,297,169
8,40.66788,-73.94813,4,90,0.94,1,56,99
7,40.76684,-73.95944,7,39,0.41,1,44,169
1,40.68967,-73.95445,3,42,0.44,1,355,160
34,40.67946,-73.96501,3,33,0.35,1,156,215
22,40.66944,-73.98083,3,179,2.02,1,273,130
6,40.72566,-73.97748,3,81,0.85,2,274,110
5,40.7709,-73.99181,28,43,0.45,2,258,150
0,40.71943,-73.95958,30,52,0.54,1,276,65
32,40.74249,-73.92466,2,160,1.68,1,65,75
12,40.74033,-74.00024,6,23,0.27,2,0,149
4,40.7969,-73.96128,6,35,0.37,1,180,89
15,40.83403,-73.94553,1,225,2.35,1,343,50
21,40.65513,-73.95641,1,401,6.62,2,43,43
21,40.65589,-73.95539,1,72,0.84,2,96,42
0,40.70275,-73.94501,1,46,0.97,1,59,85
1,40.68897,-73.93569,3,83,1.19,1,255,139
22,40.67617,-73.98136,1,211,2.21,2,252,105
22,40.67595,-73.98053,5,15,0.16,1,0,265
5,40.76415,-73.99067,1,122,1.29,1,20,149
2,40.83127,-73.94718,2,295,3.9,2,188,68
1,40.68497,-73.95592,3,207,2.18,1,304,99
2,40.82922,-73.94174,3,50,0.65,2,38,75
0,40.71137,-73.94362,2,273,2.85,1,254,100
7,40.76739,-73.9557,1,0,0.0,1,0,90
6,40.73089,-73.98195,30,25,0.26,1,46,160
22,40.6755,-73.97859,4,105,1.62,1,328,190
1,40.68812,-73.94934,4,72,0.76,3,0,67
7,40.7694,-73.9572,1,8,0.08,1,0,190
19,40.68634,-73.96161,2,58,0.61,6,199,248
0,40.7093,-73.9497,6,8,0.09,1,249,100
31,40.713,-73.99752,3,172,1.84,2,64,95
38,40.75895,-73.9883,1,330,7.14,1,111,150
1,40.68186,-73.94113,3,123,1.29,1,287,145
3,40.68364,-73.91076,2,55,0.59,1,286,41
0,40.71893,-73.9428,4,87,0.99,1,263,120
112,40.82802,-73.92039,3,258,2.7,2,276,50
24,40.68765,-73.97073,2,4,0.18,1,0,157
0,40.71413,-73.96596,14,31,0.33,1,263,195
53,40.58422,-73.94079,4,128,1.34,2,90,70
0,40.71973,-73.95582,3,14,0.15,1,0,185
1,40.69025,-73.93323,3,30,0.32,3,11,145
32,40.73826,-73.92458,28,258,2.9,1,287,50
11,40.73049,-73.96115,3,228,2.39,3,1,185
6,40.72956,-73.97903,1,60,0.65,1,0,250
16,40.73854,-74.00821,90,9,0.2,1,338,80
38,40.75877,-73.98863,2,179,1.88,1,44,230
42,40.67688,-73.9859,7,9,0.1,1,0,100
3,40.70051,-73.92204,1,1,0.37,1,5,40
13,40.71712,-73.98898,30,25,0.49,1,0,200
190,40.60742,-74.14388,2,2,0.05,1,158,80
1,40.68741,-73.95741,3,152,1.6,3,192,79
20,40.75627,-73.9211,30,24,0.25,8,358,95
4,40.79816,-73.9619,2,45,0.47,3,31,300
93,40.61927,-74.0307,30,7,0.08,1,241,100
2,40.8078,-73.95208,7,19,0.35,1,285,80
77,40.61922,-73.99399,1,24,0.26,1,183,110
19,40.68275,-73.96148,4,8,0.09,2,189,172
13,40.71813,-73.98416,1,29,0.31,2,162,199
13,40.71892,-73.98401,1,14,0.15,2,158,199
2,40.816,-73.95545,1,33,0.38,1,84,100
2,40.82748,-73.95153,4,99,1.04,1,260,55
1,40.68634,-73.95088,3,59,0.62,3,0,75
6,40.72229,-73.97901,3,142,1.5,1,166,146
73,40.72956,-73.99287,2,0,0.0,1,0,250
11,40.72595,-73.95298,29,22,0.23,1,335,116
51,40.71193,-74.00817,3,82,0.87,2,90,150
22,40.68012,-73.97847,2,23,0.24,6,342,120
12,40.74233,-73.99865,4,32,0.34,1,28,199
34,40.67424,-73.96665,5,24,0.25,1,363,150
2,40.80486,-73.95298,1,59,0.63,2,86,69
2,40.80307,-73.95048,55,6,0.08,2,83,300
50,40.68653,-73.98562,4,18,0.21,1,0,230
9,40.74267,-73.98569,4,3,0.03,1,0,125
1,40.68749,-73.95494,3,115,1.21,3,264,79
24,40.68645,-73.97538,3,154,1.63,2,305,130
19,40.68999,-73.96711,1,164,1.73,11,356,239
182,40.61077,-74.06824,6,76,0.8,1,278,75
0,40.71126,-73.94576,3,116,1.23,2,135,220
1,40.67855,-73.94949,3,234,2.47,4,308,80
6,40.72416,-73.9853,2,120,1.27,1,229,288
1,40.68516,-73.92521,4,82,0.87,1,273,135
16,40.73507,-74.00048,3,13,0.15,1,83,225
31,40.71611,-73.99828,30,59,0.64,1,281,110
1,40.67964,-73.93946,7,63,1.87,1,321,100
5,40.76189,-73.99,2,52,0.55,1,303,130
6,40.72645,-73.98035,1,278,2.95,3,192,89
30,40.66293,-73.99833,5,1,0.01,1,0,200
1,40.69046,-73.95167,2,35,0.4,1,36,80
97,40.83001,-73.92158,5,235,2.49,2,271,50
10,40.79239,-73.94535,28,115,1.21,2,341,135
6,40.72709,-73.98274,1,109,1.15,1,333,90
33,40.72599,-74.00168,5,1,0.01,1,210,270
1,40.68309,-73.94219,3,305,3.24,1,231,110
10,40.79442,-73.93433,1,102,1.52,1,308,145
5,40.76166,-73.99675,30,83,0.88,1,292,179
28,40.70163,-73.90867,1,19,0.25,1,311,55
9,40.75575,-73.96842,2,61,0.65,1,264,110
2,40.80903,-73.94197,5,89,0.94,1,153,325
20,40.74581,-73.95295,30,65,0.74,3,219,75
39,40.66414,-73.98574,1,40,0.44,1,0,300
16,40.74,-74.00381,30,80,0.86,2,332,130
9,40.75348,-73.97065,30,136,1.45,1,120,190
13,40.72066,-73.98506,3,100,1.06,1,191,200
0,40.71746,-73.95497,2,125,1.36,3,248,180
108,40.70257,-73.9847,5,40,0.5,1,67,350
6,40.72264,-73.9837,4,0,0.0,1,0,160
26,40.73833,-73.98186,30,139,1.59,4,325,195
29,40.73268,-73.99255,30,0,0.0,1,249,241
31,40.71892,-73.99628,7,2,0.03,1,0,300
37,40.77679,-73.91687,28,49,0.53,1,313,75
13,40.71693,-73.98948,5,8,0.11,1,0,100
36,40.73685,-73.98359,1,0,0.0,1,12,399
24,40.68501,-73.97019,5,124,1.32,1,69,85
21,40.66068,-73.96003,21,5,0.12,1,0,80
34,40.67722,-73.96542,1,147,1.57,1,293,55
19,40.68975,-73.96703,1,43,0.46,11,363,438
1,40.69221,-73.95866,6,8,0.33,1,4,110
16,40.72969,-74.00635,2,37,0.39,1,257,200
19,40.6893,-73.96602,1,120,1.28,11,362,279
0,40.70832,-73.94157,1,24,0.29,1,0,137
1,40.68016,-73.94878,3,5,0.05,1,365,280
0,40.70875,-73.95508,30,242,2.59,1,102,199
41,40.85888,-73.92886,4,229,2.45,1,26,71
81,40.8679,-73.90023,2,108,1.36,2,302,42
1,40.6889,-73.95383,2,181,1.92,1,280,180
12,40.75127,-73.99637,5,34,0.39,1,302,226
8,40.67607,-73.94421,3,5,0.05,1,281,85
36,40.73834,-73.9823,1,5,0.06,1,0,135
43,40.7347,-73.88066,4,60,0.64,2,297,79
13,40.71876,-73.98851,1,238,2.59,1,246,154
11,40.73787,-73.95385,3,34,0.37,28,60,199
16,40.73066,-74.00287,3,131,1.4,4,296,700
16,40.73291,-74.00059,4,6,0.16,1,0,246
15,40.85099,-73.92822,60,4,0.06,1,364,125
1,40.68707,-73.91918,1,7,0.08,4,281,100
0,40.7184,-73.96019,5,125,3.04,1,0,295
8,40.67495,-73.95563,3,0,0.0,1,0,150
31,40.71582,-73.99902,1,49,0.58,1,0,119
2,40.81068,-73.94288,1,11,0.12,2,365,125
2,40.81122,-73.94279,5,0,0.0,2,365,400
29,40.73129,-73.99944,3,107,1.15,1,249,850
0,40.71628,-73.95737,2,241,2.6,1,303,129
4,40.78558,-73.9726,1,176,1.89,1,300,140
31,40.7146,-73.991,4,151,1.63,2,323,115
10,40.79493,-73.94462,3,49,0.53,2,0,200
30,40.6623,-73.99049,120,13,0.14,1,204,96
11,40.73693,-73.95284,3,33,0.47,28,60,199
11,40.73641,-73.9533,3,24,0.32,28,84,199
11,40.73794,-73.95254,3,59,0.66,28,60,199
78,40.58147,-73.96726,1,2,0.04,1,303,69
4,40.79771,-73.96323,2,16,0.23,1,261,185
2,40.81512,-73.94692,2,72,0.77,1,0,81
11,40.7373,-73.95323,3,24,0.26,28,60,199
11,40.73708,-73.95271,3,23,0.26,28,60,199
11,40.73652,-73.95236,3,43,0.47,28,60,199
11,40.73693,-73.95316,3,30,0.32,28,56,199
11,40.73784,-73.95324,3,39,0.44,28,84,199
11,40.73674,-73.95247,3,8,0.09,28,58,349
11,40.73783,-73.95259,3,3,0.03,28,60,249
11,40.73714,-73.95296,3,6,0.1,28,60,299
11,40.73731,-73.9545,3,4,0.05,28,81,179
48,40.74965,-73.89344,5,56,0.66,3,365,54
11,40.73793,-73.95316,3,7,0.08,28,60,599
19,40.68197,-73.96549,1,2,0.03,1,0,110
3,40.70271,-73.91566,2,178,2.69,1,297,220
0,40.7116,-73.9529,30,30,0.8,1,91,89
1,40.69241,-73.94885,2,190,2.04,1,315,170
40,40.72004,-73.99424,7,25,0.27,2,338,495
32,40.74511,-73.92398,10,81,0.98,2,40,80
12,40.74599,-74.00253,2,7,0.08,1,361,760
65,40.68946,-73.99385,4,216,2.31,1,288,98
1,40.68226,-73.95473,30,31,0.33,1,218,125
60,40.67855,-73.8896,90,53,0.57,2,1,48
0,40.71408,-73.9489,3,247,2.65,2,117,64
19,40.68618,-73.96144,3,233,2.5,1,0,154
22,40.67379,-73.98454,3,135,1.45,1,204,139
76,40.70554,-73.76637,4,20,0.23,1,0,75
16,40.74031,-74.00532,4,46,0.5,1,20,325
12,40.74618,-74.00392,365,10,0.12,1,0,195
2,40.81872,-73.94567,1,143,2.83,1,0,58
126,40.59251,-74.06479,2,21,0.26,4,333,250
126,40.59101,-74.06685,7,0,0.0,4,189,50
126,40.59262,-74.06659,2,8,0.09,4,353,125
24,40.69142,-73.97203,7,4,0.05,2,0,70
7,40.76928,-73.95021,2,314,3.45,2,206,189
1,40.68338,-73.95289,3,18,0.25,1,1,130
16,40.72953,-74.00462,7,11,0.12,1,0,145
17,40.70523,-74.01345,7,51,0.55,1,307,101
12,40.74025,-74.00161,5,20,0.33,1,0,95
16,40.73378,-74.00429,7,8,0.12,1,0,375
13,40.72087,-73.99022,31,59,0.63,1,27,153
23,40.64468,-73.94219,4,54,0.62,1,27,92
13,40.7193,-73.98966,5,10,0.46,1,348,80
16,40.73312,-74.0042,4,153,1.66,4,246,300
24,40.69778,-73.97676,3,110,1.2,1,15,145
6,40.72534,-73.98591,2,69,0.91,2,0,88
2,40.82151,-73.94516,1,1,0.18,1,5,155
0,40.72059,-73.9567,180,24,0.26,1,0,185
32,40.74558,-73.92324,2,95,1.02,2,0,73
4,40.79433,-73.9765,2,129,1.41,1,107,225
35,40.81055,-73.95549,7,171,1.84,2,144,85
8,40.6711,-73.95231,2,20,0.59,1,98,99
60,40.67962,-73.88928,90,17,0.27,2,0,48
38,40.76217,-73.98411,5,8,0.09,1,0,200
7,40.76128,-73.96463,7,11,0.12,1,0,485
40,40.72313,-73.99438,5,5,0.09,1,89,310
0,40.7177,-73.95576,4,0,0.0,1,354,110
4,40.78448,-73.97289,30,36,0.39,5,286,109
4,40.78304,-73.97447,30,16,0.17,5,252,167
24,40.68737,-73.97125,15,5,0.12,1,189,147
12,40.74139,-74.0005,4,0,0.0,1,0,220
13,40.71992,-73.98773,4,68,0.77,1,271,195
61,40.71905,-73.99677,28,89,0.99,1,0,199
17,40.70741,-74.00102,30,10,1.02,1,0,65
64,40.73349,-73.86009,1,38,0.85,1,0,55
96,40.89557,-73.8447,2,15,0.17,1,337,50
52,40.64277,-73.97296,2,20,0.42,1,347,60
10,40.79111,-73.94466,3,25,0.96,2,127,99
2,40.79951,-73.95257,2,35,0.42,1,41,130
0,40.71647,-73.93974,30,1,0.01,1,0,290
12,40.75114,-74.00195,3,64,0.7,1,18,350
8,40.66431,-73.93216,3,26,0.33,1,158,50
20,40.74579,-73.95012,2,244,2.74,1,270,96
3,40.70278,-73.92673,15,21,0.29,3,88,45
44,40.74409,-73.91122,2,270,2.95,2,306,85
1,40.68812,-73.93254,10,16,0.19,3,216,34
6,40.72454,-73.99151,3,24,0.26,1,16,250
0,40.71073,-73.96207,1,30,0.33,2,365,190
0,40.71028,-73.96128,2,5,0.06,2,365,75
21,40.65772,-73.96131,4,115,1.25,1,312,93
1,40.68884,-73.95059,5,9,0.19,2,33,60
1,40.6865,-73.95372,5,45,0.52,2,0,65
9,40.75282,-73.97315,365,19,0.21,1,365,125
7,40.76373,-73.96897,3,5,0.08,1,27,300
29,40.73388,-73.99452,2,203,2.22,1,300,150
15,40.85774,-73.92901,122,20,0.41,1,216,56
6,40.72257,-73.98465,3,49,0.53,1,365,299
11,40.72723,-73.95728,4,6,0.07,1,303,60
24,40.69135,-73.97321,5,7,0.08,1,0,88
0,40.70513,-73.95505,2,35,0.38,2,161,60
16,40.73301,-74.00268,5,28,0.31,4,297,1300
10,40.79793,-73.93612,6,0,0.0,1,0,200
2,40.80285,-73.95166,2,54,0.88,1,50,99
3,40.70642,-73.91665,3,115,1.75,2,28,110
19,40.68156,-73.96537,5,6,0.13,1,317,135
7,40.77368,-73.95198,15,1,0.02,1,275,110
1,40.68631,-73.93702,3,204,2.31,1,80,165
30,40.65992,-73.99042,180,1,0.03,1,365,127
34,40.67847,-73.97038,3,89,0.97,1,340,402
2,40.81371,-73.95585,6,130,1.42,2,97,85
11,40.72868,-73.95835,7,15,0.25,3,365,75
6,40.73168,-73.98662,30,52,0.6,1,314,139
21,40.65689,-73.9533,6,58,0.63,1,0,70
10,40.7928,-73.93967,3,208,2.32,1,339,50
14,40.77117,-73.91905,5,3,0.03,1,0,30
16,40.73729,-74.00807,30,7,0.08,1,35,250
8,40.66984,-73.95141,1,1,0.04,1,0,64
2,40.82977,-73.94071,3,2,0.06,1,365,300
1,40.68492,-73.95489,4,122,1.37,1,257,800
1,40.68255,-73.91957,3,63,0.72,2,5,100
8,40.67392,-73.94662,5,26,0.28,1,0,250
16,40.73879,-74.00425,27,1,0.01,1,0,200
11,40.73321,-73.95587,5,14,0.16,1,0,140
2,40.80671,-73.95082,1,107,2.38,1,304,130
52,40.6433,-73.97386,30,3,0.05,1,286,90
31,40.71601,-73.99123,3,107,1.17,1,0,90
1,40.68106,-73.9292,3,29,1.57,1,118,97
42,40.68131,-73.98879,6,69,0.76,1,265,91
22,40.67264,-73.98136,3,232,2.52,1,303,125
60,40.67889,-73.86404,7,0,0.0,1,0,75
6,40.7241,-73.97899,7,24,0.26,2,125,180
0,40.70766,-73.95191,7,0,0.0,2,354,300
0,40.71422,-73.9484,19,5,0.06,2,6,100
5,40.76001,-73.99133,3,10,0.23,1,0,175
39,40.66441,-73.97974,4,36,0.47,2,80,65
16,40.73362,-74.00923,5,94,1.1,1,134,240
6,40.73119,-73.98819,6,1,0.01,1,0,300
12,40.74494,-73.9998,1,63,0.71,1,364,385
3,40.69657,-73.9129,15,5,0.06,1,0,47
8,40.67106,-73.95463,3,238,2.6,1,297,110
2,40.80748,-73.95589,2,101,1.1,1,0,75
1,40.68991,-73.93179,3,21,0.23,3,43,100
5,40.76147,-73.99152,2,72,0.82,1,10,165
1,40.68174,-73.91921,2,40,0.68,1,0,300
65,40.68538,-74.00056,3,103,1.13,1,189,140
0,40.70839,-73.94289,6,66,0.72,2,17,120
24,40.69018,-73.98107,3,35,0.4,1,289,175
45,40.68128,-73.99522,31,121,1.33,1,305,275
6,40.72948,-73.98694,8,15,0.19,1,0,179
45,40.68353,-73.9914,2,13,0.18,1,0,189
6,40.72506,-73.98865,2,129,1.42,1,220,219
16,40.72891,-74.00293,20,157,1.71,1,0,450
33,40.7253,-73.99916,5,8,0.11,1,0,249
20,40.75295,-73.93228,2,5,0.06,1,362,65
11,40.71947,-73.95252,4,46,0.52,1,121,250
31,40.71283,-73.99703,30,37,0.41,1,153,139
4,40.77338,-73.98887,7,14,0.16,1,205,209
8,40.67385,-73.94405,5,37,0.45,1,310,120
14,40.76856,-73.91828,5,1,0.03,1,0,70
16,40.73908,-74.00378,3,209,2.38,1,236,90
5,40.7625,-73.9869,3,4,0.07,1,200,199
3,40.69755,-73.91187,60,17,0.19,2,74,50
8,40.67335,-73.96,5,0,0.0,1,0,100
2,40.80497,-73.95146,1,0,0.0,1,0,110
0,40.70736,-73.94331,4,54,0.66,2,12,157
11,40.73683,-73.9543,3,43,0.49,28,84,199
14,40.76444,-73.92607,3,7,0.08,1,0,192
11,40.7389,-73.95395,3,75,0.93,28,84,199
4,40.77611,-73.97808,1,88,0.99,1,0,150
11,40.73806,-73.95462,3,73,0.84,28,56,199
11,40.73661,-73.95479,3,89,1.06,28,62,199
11,40.73857,-73.95435,3,23,0.26,28,81,199
0,40.711,-73.96225,3,11,0.16,1,0,105
0,40.70686,-73.95365,28,84,1.12,6,310,135
11,40.73857,-73.95299,3,54,0.61,28,60,199
0,40.71095,-73.95239,3,17,0.19,1,0,125
0,40.70918,-73.94881,7,1,0.02,2,0,60
0,40.71685,-73.96573,1,73,0.89,1,0,85
4,40.7909,-73.96762,3,36,0.47,1,29,300
0,40.71143,-73.94159,2,98,1.07,2,264,75
43,40.737,-73.87444,1,63,0.89,2,341,55
8,40.66469,-73.96091,5,2,0.09,1,0,44
1,40.68855,-73.95405,5,18,0.2,3,0,55
0,40.71653,-73.95554,3,24,0.28,3,0,30
24,40.69309,-73.97074,3,1,0.07,1,0,35
0,40.70638,-73.96627,1,2,0.05,1,363,70
0,40.71629,-73.95786,14,23,0.25,1,25,130
1,40.68622,-73.94675,2,93,1.12,4,0,52
0,40.71635,-73.94609,3,0,0.0,1,358,75
7,40.77272,-73.95307,3,0,0.0,2,0,190
33,40.72509,-74.00304,5,152,1.69,1,109,250
47,40.66795,-73.89232,1,119,1.39,2,289,100
11,40.72582,-73.95843,4,9,0.1,1,188,130
2,40.80637,-73.95433,2,44,0.49,1,260,140
18,40.64387,-73.96855,2,158,1.77,1,168,75
10,40.7968,-73.93611,7,12,0.14,1,0,150
10,40.79596,-73.94463,3,51,0.57,1,311,90
4,40.78012,-73.98439,1,0,0.0,1,146,295
4,40.77508,-73.9799,2,11,0.13,1,2,150
0,40.71532,-73.96064,3,236,2.74,2,242,180
24,40.68786,-73.97421,3,16,0.18,1,0,135
3,40.70793,-73.91987,5,123,1.42,1,46,65
4,40.79044,-73.97513,3,14,0.22,1,365,99
11,40.72668,-73.95762,14,65,0.73,1,364,149
145,40.62318,-74.07848,1,50,0.56,1,352,59
2,40.82286,-73.94596,3,33,0.39,3,301,75
2,40.82451,-73.94457,3,30,0.35,3,322,75
1,40.69348,-73.95927,3,13,0.15,1,298,75
4,40.78443,-73.97399,30,18,0.2,5,285,109
8,40.67679,-73.95639,4,1,0.01,1,342,225
10,40.79107,-73.94381,3,216,2.44,1,250,86
28,40.70215,-73.91139,2,98,1.09,1,326,52
34,40.67339,-73.96519,2,61,0.86,1,90,100
13,40.72209,-73.99274,30,13,0.34,9,289,99
6,40.73171,-73.98717,3,136,1.52,1,193,89
1,40.69213,-73.951,2,39,0.47,2,293,135
16,40.73237,-74.00608,14,65,0.73,1,155,199
52,40.64354,-73.97777,3,62,0.71,1,189,89
2,40.80343,-73.9531,3,47,0.57,1,248,110
3,40.70462,-73.9228,2,42,0.48,1,238,120
0,40.71394,-73.96267,3,207,2.29,2,284,59
58,40.6339,-74.02035,4,72,0.81,2,343,49
11,40.73028,-73.95927,14,22,0.25,1,268,79
2,40.8076,-73.94433,30,25,0.28,1,249,135
39,40.66485,-73.98343,2,215,2.42,1,291,185
0,40.71279,-73.95852,4,26,0.73,1,0,225
36,40.73294,-73.98282,5,18,0.21,1,0,245
15,40.83456,-73.9457,3,18,0.21,1,31,115
0,40.72091,-73.95814,2,320,3.6,1,0,325
0,40.71819,-73.95414,2,160,1.8,2,79,95
16,40.73887,-74.00342,2,78,1.22,1,0,120
4,40.77892,-73.98238,30,64,0.72,1,157,499
0,40.71336,-73.96192,2,219,2.44,2,277,75
7,40.77688,-73.96177,1,66,0.94,1,353,109
0,40.71368,-73.94478,3,25,0.29,1,0,160
7,40.7761,-73.95265,4,102,1.15,2,280,219
7,40.77471,-73.95574,2,32,0.47,1,7,159
19,40.68625,-73.96446,3,15,0.18,6,266,180
6,40.725,-73.98851,5,1,0.02,1,0,150
26,40.74016,-73.97665,3,12,0.14,1,271,106
9,40.75023,-73.98293,10,19,0.27,1,101,299
4,40.78867,-73.96809,3,297,3.37,1,205,179
8,40.66604,-73.95914,3,12,0.13,1,343,165
18,40.63593,-73.96076,4,9,0.11,1,0,500
31,40.71638,-73.99167,15,9,0.1,1,190,250
41,40.86658,-73.92558,7,46,0.62,2,310,87
0,40.71179,-73.96449,4,42,0.47,2,52,79
5,40.76186,-73.99165,2,118,2.11,3,312,75
0,40.71417,-73.95917,30,53,0.6,1,0,200
2,40.82772,-73.93877,1,15,0.21,1,329,80
23,40.63602,-73.94607,3,64,0.72,4,333,115
23,40.63759,-73.9459,3,51,0.58,4,327,115
23,40.63611,-73.94637,3,79,0.88,4,349,120
2,40.803,-73.95278,3,202,2.29,1,217,125
4,40.79526,-73.9655,1,23,0.63,1,0,387
5,40.75763,-73.99482,6,62,0.76,2,80,95
4,40.77577,-73.98258,2,36,0.45,1,0,99
7,40.77631,-73.95289,1,16,0.19,2,351,121
5,40.76774,-73.9892,4,24,0.27,1,362,350
2,40.81169,-73.94355,2,77,0.88,2,144,75
5,40.75782,-73.99349,5,110,1.27,2,43,95
2,40.83177,-73.95,1,56,0.64,1,365,89
16,40.73104,-74.00879,1,7,0.08,1,129,195
71,40.74253,-73.9916,21,0,0.0,1,0,160
30,40.64372,-74.02066,18,19,0.22,1,0,70
29,40.72886,-74.00013,3,7,0.09,1,0,100
13,40.71868,-73.99017,1,53,0.6,1,0,140
6,40.72143,-73.98117,3,265,2.99,2,355,189
0,40.71682,-73.96369,5,0,0.0,1,0,160
22,40.67725,-73.9821,30,8,0.1,1,280,178
8,40.66888,-73.95292,14,46,0.52,1,38,145
22,40.67188,-73.97533,5,6,0.08,1,31,125
12,40.74964,-73.99158,4,75,0.86,1,324,265
21,40.65846,-73.95057,5,11,0.13,3,365,77
7,40.78164,-73.94717,3,5,1.47,9,0,60
31,40.71515,-73.99029,3,132,1.49,1,171,129
6,40.72986,-73.97913,6,41,0.47,1,36,199
21,40.66039,-73.95937,7,34,0.39,1,332,92
8,40.66898,-73.9571,3,34,0.39,1,0,185
9,40.75407,-73.96713,7,27,0.31,1,192,110
0,40.70712,-73.94013,4,30,0.34,1,139,65
9,40.74553,-73.98943,3,214,2.45,2,167,135
7,40.77584,-73.9502,30,12,0.14,1,0,115
2,40.79967,-73.95156,2,6,0.09,4,10,175
4,40.80142,-73.96931,7,0,0.0,1,365,3000
0,40.70507,-73.9353,3,156,1.8,1,110,72
22,40.67962,-73.97655,2,30,0.74,1,0,80
8,40.66847,-73.94875,5,1,0.02,1,0,125
11,40.7376,-73.95678,5,3,0.09,1,242,120
0,40.71148,-73.95573,2,272,3.18,3,22,94
34,40.67425,-73.96514,3,63,0.82,1,0,56
6,40.72899,-73.97792,30,58,0.66,1,200,549
11,40.72488,-73.94013,2,5,0.1,1,0,190
0,40.72212,-73.95696,3,63,0.71,2,87,129
1,40.68534,-73.93433,5,268,3.04,2,202,85
206,40.62109,-74.16534,3,80,0.92,1,226,20
4,40.78161,-73.97898,3,22,0.25,1,0,145
5,40.75643,-73.99046,7,13,0.15,1,327,200
22,40.67407,-73.98111,4,23,0.67,2,262,125
53,40.59721,-73.95149,30,3,0.08,1,0,50
2,40.80491,-73.94866,3,10,0.12,3,359,160
2,40.80334,-73.94805,3,14,0.16,3,348,180
41,40.87039,-73.91611,1,20,0.28,1,0,100
0,40.704,-73.93285,5,2,0.02,1,0,70
200,40.87991,-73.91673,2,47,1.22,1,318,120
118,40.62766,-74.07988,2,6,0.19,1,363,110
7,40.7685,-73.96034,7,93,1.06,1,70,105
9,40.76082,-73.97548,3,116,1.32,1,0,250
26,40.74238,-73.98122,240,15,0.17,1,90,74
2,40.80151,-73.9522,2,70,0.8,4,15,165
15,40.83434,-73.94027,3,4,0.41,1,335,99
36,40.73677,-73.98084,30,128,1.46,4,0,125
92,40.71151,-73.81561,1,59,0.69,2,0,75
86,40.68581,-73.84642,1,8,0.11,2,364,45
100,40.68636,-74.00345,2,106,1.22,1,34,159
0,40.70994,-73.96573,15,15,0.57,4,242,45
5,40.76013,-73.99007,2,133,1.51,1,147,104
17,40.70621,-74.01525,4,27,0.31,1,169,225
40,40.72172,-73.99689,5,61,0.7,1,188,100
11,40.72049,-73.95221,2,2,0.02,2,89,90
92,40.71068,-73.81577,1,16,0.18,2,189,75
71,40.74125,-73.98862,7,0,0.0,1,0,350
2,40.83091,-73.94223,5,38,0.44,1,253,135
4,40.7824,-73.98294,1,25,0.28,1,311,125
6,40.72634,-73.98267,3,93,1.05,1,0,225
2,40.82703,-73.94311,3,6,0.07,1,363,85
7,40.78521,-73.95489,7,30,0.34,1,224,200
39,40.66106,-73.98316,3,17,0.46,1,5,250
13,40.72123,-73.98996,10,67,0.77,1,301,90
3,40.70339,-73.92945,30,53,0.68,1,0,130
21,40.66009,-73.96237,30,32,0.37,1,50,90
45,40.67939,-73.99398,30,131,1.84,2,296,298
7,40.76494,-73.95804,4,19,0.22,1,84,300
2,40.80192,-73.95827,1,0,0.0,1,365,125
10,40.79314,-73.94853,3,74,0.84,3,212,125
9,40.7453,-73.99056,3,165,1.88,2,181,145
6,40.72812,-73.97966,2,16,0.18,1,0,147
0,40.7093,-73.96484,3,269,3.09,3,158,123
54,40.64791,-73.97904,3,243,2.75,1,217,88
20,40.75453,-73.93377,2,59,0.94,1,335,215
33,40.72057,-73.99976,3,134,1.53,1,231,225
40,40.7234,-73.99439,28,81,0.93,1,122,269
0,40.71121,-73.94669,3,7,0.08,1,270,145
3,40.68979,-73.91661,3,112,1.28,8,330,75
29,40.73448,-73.99797,5,0,0.0,1,0,145
21,40.65937,-73.95906,2,92,1.05,1,321,229
50,40.68599,-73.98826,29,23,0.26,2,312,300
10,40.79477,-73.95046,3,67,0.76,3,345,100
78,40.5781,-73.95455,2,8,0.1,1,2,75
40,40.72278,-73.9967,2,244,2.81,2,252,225
0,40.71472,-73.96225,6,62,0.7,2,15,120
8,40.66924,-73.94406,5,125,1.47,3,169,160
8,40.67259,-73.95489,30,58,0.67,2,212,125
1,40.69321,-73.9442,5,9,0.1,1,0,95
0,40.71348,-73.94447,3,137,1.57,1,296,119
9,40.75816,-73.96457,2,16,0.24,1,167,275
17,40.70537,-74.00992,1,36,0.57,1,365,160
19,40.68722,-73.96289,1,54,0.65,4,365,500
6,40.73111,-73.98528,14,1,0.03,1,0,175
11,40.72212,-73.94389,6,39,0.47,2,258,87
22,40.66626,-73.97933,1,145,1.76,2,257,160
6,40.72978,-73.9793,3,28,0.33,1,364,125
1,40.68838,-73.94193,2,206,2.4,1,236,90
13,40.71804,-73.98565,7,4,0.22,1,0,200
1,40.68559,-73.93896,15,37,0.52,2,54,250
4,40.77995,-73.98342,30,27,0.31,1,189,99
5,40.7559,-73.99469,30,18,0.21,1,364,325
5,40.76291,-73.99202,1,134,1.54,1,265,99
